Sujet,Trial,Condition,Filter,Imname,Actor0,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6,Actor7,Actor8,Actor9,Answer,Accu,RT,Score,Scoreperc, 
XABE0501,_,posfs_PatrickDempsey_im14.bmp,PatrickDempsey,KeanuReeves,KeanuReeves,RobertDowneyJr,HughJackman,RyanReynolds,,,,,4,3.4620295999993687,
XABE0501,_,posfs_RobertPattinson_im4.bmp,RobertPattinson,DanielRadcliffe,DanielRadcliffe,RyanGosling,MattDamon,ElijahWood,,,,,4,3.82380959999864,
XABE0501,_,posfs_DanielCraig_im7.bmp,DanielCraig,BenAffleck,BenAffleck,KeanuReeves,PatrickDempsey,DanielRadcliffe,,,,,4,3.8063116000012087,
XABE0501,_,posfs_BenStiller_im16.bmp,BenStiller,KeanuReeves,KeanuReeves,MattDamon,JustinTimberlake,BenAffleck,,,,,4,3.179604400000244,
XABE0501,_,posfs_MattDamon_im24.bmp,MattDamon,RobertDowneyJr,RobertDowneyJr,BradPitt,HughJackman,RobertPattinson,,,,,4,5.433610899999621,
XABE0501,_,posfs_LeonardoDiCaprio_im10.bmp,LeonardoDiCaprio,BenStiller,BenStiller,RyanGosling,PatrickDempsey,RobertPattinson,,,,,posfs_LeonardoDiCaprio_im10.bmp,1.4083580000005895,
XABE0501,_,posfs_BenAffleck_im8.bmp,BenAffleck,OrlandoBloom,OrlandoBloom,RobertPattinson,RyanReynolds,MattDamon,,,,,4,3.1573226999971666,
XABE0501,_,posfs_DanielCraig_im20.bmp,DanielCraig,BenStiller,BenStiller,BradPitt,LeonardoDiCaprio,OrlandoBloom,,,,,4,2.434921200001554,
XABE0501,_,posfs_BenAffleck_im24.bmp,BenAffleck,OrlandoBloom,OrlandoBloom,DanielRadcliffe,MattDamon,GeorgeClooney,,,,,4,4.790987100001075,
XABE0501,_,posfs_RobertDowneyJr_im18.bmp,RobertDowneyJr,MattDamon,MattDamon,BradPitt,GeorgeClooney,JustinTimberlake,,,,,4,4.533569899998838,
XABE0501,_,posfs_HughJackman_im18.bmp,HughJackman,LeonardoDiCaprio,LeonardoDiCaprio,BradPitt,RyanGosling,DanielRadcliffe,,,,,4,4.479032099996402,
XABE0501,_,posfs_DanielRadcliffe_im1.bmp,DanielRadcliffe,BradPitt,BradPitt,LeonardoDiCaprio,BenStiller,RobertPattinson,,,,,posfs_DanielRadcliffe_im1.bmp,2.640888599999016,
XABE0501,_,posfs_RyanGosling_im30.bmp,RyanGosling,RyanReynolds,RyanReynolds,DanielCraig,PatrickDempsey,RobertPattinson,,,,,4,3.789216500001203,
XABE0501,_,posfs_BradPitt_im6.bmp,BradPitt,RyanGosling,RyanGosling,RobertDowneyJr,OrlandoBloom,HughJackman,,,,,posfs_BradPitt_im6.bmp,2.8271810000005644,
XABE0501,_,posfs_KeanuReeves_im1.bmp,KeanuReeves,LeonardoDiCaprio,LeonardoDiCaprio,BradPitt,JustinTimberlake,RobertPattinson,,,,,4,3.5845251999999164,
XABE0501,_,posfs_ElijahWood_im12.bmp,ElijahWood,DanielRadcliffe,DanielRadcliffe,RobertDowneyJr,GeorgeClooney,BenStiller,,,,,0,1.7432212000021536,
XABE0501,_,posfs_PatrickDempsey_im16.bmp,PatrickDempsey,BradPitt,BradPitt,DanielCraig,DanielRadcliffe,LeonardoDiCaprio,,,,,4,3.870775900002627,
XABE0501,_,posfs_OrlandoBloom_im3.bmp,OrlandoBloom,RobertPattinson,RobertPattinson,RyanReynolds,RyanGosling,RobertDowneyJr,,,,,4,2.896002399997087,
XABE0501,_,posfs_RobertDowneyJr_im11.bmp,RobertDowneyJr,HughJackman,HughJackman,RyanGosling,JustinTimberlake,BenStiller,,,,,4,2.5587806000003184,
XABE0501,_,posfs_JustinTimberlake_im1.bmp,JustinTimberlake,BenAffleck,BenAffleck,ElijahWood,PatrickDempsey,HughJackman,,,,,4,3.049237200000789,
XABE0501,_,posfs_RobertPattinson_im27.bmp,RobertPattinson,RyanReynolds,RyanReynolds,OrlandoBloom,MattDamon,KeanuReeves,,,,,4,2.949202799998602,
XABE0501,_,posfs_ElijahWood_im19.bmp,ElijahWood,PatrickDempsey,PatrickDempsey,RyanReynolds,BenAffleck,OrlandoBloom,,,,,4,2.9651444000010088,
XABE0501,_,posfs_GeorgeClooney_im14.bmp,GeorgeClooney,KeanuReeves,KeanuReeves,LeonardoDiCaprio,PatrickDempsey,RobertPattinson,,,,,posfs_GeorgeClooney_im14.bmp,1.333449699999619,
XABE0501,_,posfs_KeanuReeves_im8.bmp,KeanuReeves,BenAffleck,BenAffleck,LeonardoDiCaprio,RyanGosling,GeorgeClooney,,,,,4,2.941543900000397,
XABE0501,_,posfs_OrlandoBloom_im30.bmp,OrlandoBloom,JustinTimberlake,JustinTimberlake,BradPitt,KeanuReeves,RyanGosling,,,,,4,2.443388399999094,
XABE0501,_,posfs_RyanReynolds_im3.bmp,RyanReynolds,BenAffleck,BenAffleck,DanielCraig,MattDamon,OrlandoBloom,,,,,4,2.080252499999915,
XABE0501,_,posfs_KeanuReeves_im10.bmp,KeanuReeves,MattDamon,MattDamon,OrlandoBloom,PatrickDempsey,LeonardoDiCaprio,,,,,4,1.6188476999996055,
XABE0501,_,posfs_GeorgeClooney_im15.bmp,GeorgeClooney,JustinTimberlake,JustinTimberlake,DanielRadcliffe,DanielCraig,BenAffleck,,,,,posfs_GeorgeClooney_im15.bmp,1.2012448000023142,
XABE0501,_,posfs_BenAffleck_im21.bmp,BenAffleck,RyanGosling,RyanGosling,GeorgeClooney,ElijahWood,BradPitt,,,,,4,2.3831819000006362,
XABE0501,_,posfs_RobertDowneyJr_im19.bmp,RobertDowneyJr,DanielRadcliffe,DanielRadcliffe,DanielCraig,PatrickDempsey,BenStiller,,,,,4,1.6198929999991378,
XABE0501,_,posfs_GeorgeClooney_im26.bmp,GeorgeClooney,LeonardoDiCaprio,LeonardoDiCaprio,RobertPattinson,BenAffleck,ElijahWood,,,,,posfs_GeorgeClooney_im26.bmp,3.3707967000009376,
XABE0501,_,posfs_DanielCraig_im8.bmp,DanielCraig,RobertPattinson,RobertPattinson,BenAffleck,BenStiller,LeonardoDiCaprio,,,,,4,1.496934800001327,
XABE0501,_,posfs_JustinTimberlake_im17.bmp,JustinTimberlake,MattDamon,MattDamon,LeonardoDiCaprio,ElijahWood,GeorgeClooney,,,,,4,1.6839074999988952,
XABE0501,_,posfs_BradPitt_im17.bmp,BradPitt,PatrickDempsey,PatrickDempsey,LeonardoDiCaprio,JustinTimberlake,HughJackman,,,,,4,0.8372390000004089,
XABE0501,_,posfs_BenStiller_im3.bmp,BenStiller,ElijahWood,ElijahWood,JustinTimberlake,BradPitt,RobertDowneyJr,,,,,4,2.7701030999996874,
XABE0501,_,posfs_PatrickDempsey_im9.bmp,PatrickDempsey,HughJackman,HughJackman,RobertDowneyJr,KeanuReeves,BenAffleck,,,,,4,2.5145309999970777,
XABE0501,_,posfs_RyanGosling_im3.bmp,RyanGosling,RobertPattinson,RobertPattinson,PatrickDempsey,DanielCraig,JustinTimberlake,,,,,4,2.7962230000011914,
XABE0501,_,posfs_RobertPattinson_im30.bmp,RobertPattinson,DanielRadcliffe,DanielRadcliffe,DanielCraig,BenAffleck,JustinTimberlake,,,,,4,2.316941900000529,
XABE0501,_,posfs_LeonardoDiCaprio_im15.bmp,LeonardoDiCaprio,RobertPattinson,RobertPattinson,DanielCraig,BradPitt,DanielRadcliffe,,,,,posfs_LeonardoDiCaprio_im15.bmp,1.1954689999984112,
XABE0501,_,posfs_RyanReynolds_im22.bmp,RyanReynolds,JustinTimberlake,JustinTimberlake,BradPitt,KeanuReeves,LeonardoDiCaprio,,,,,4,1.816831699998147,
XABE0501,_,posfs_DanielRadcliffe_im10.bmp,DanielRadcliffe,LeonardoDiCaprio,LeonardoDiCaprio,KeanuReeves,ElijahWood,MattDamon,,,,,posfs_DanielRadcliffe_im10.bmp,2.2944571000007272,
XABE0501,_,posfs_BradPitt_im8.bmp,BradPitt,BenStiller,BenStiller,BenAffleck,OrlandoBloom,RobertPattinson,,,,,posfs_BradPitt_im8.bmp,4.9680826000003435,
XABE0501,_,posfs_RobertDowneyJr_im4.bmp,RobertDowneyJr,RyanGosling,RyanGosling,BradPitt,HughJackman,ElijahWood,,,,,4,1.301904400002968,
XABE0501,_,posfs_ElijahWood_im23.bmp,ElijahWood,BenAffleck,BenAffleck,RyanGosling,BenStiller,RobertDowneyJr,,,,,4,2.9610936000026413,
XABE0501,_,posfs_MattDamon_im9.bmp,MattDamon,BradPitt,BradPitt,HughJackman,DanielCraig,LeonardoDiCaprio,,,,,0,2.048570800001471,
XABE0501,_,posfs_BradPitt_im14.bmp,BradPitt,MattDamon,MattDamon,DanielCraig,OrlandoBloom,LeonardoDiCaprio,,,,,4,2.916398699999263,
XABE0501,_,posfs_DanielCraig_im15.bmp,DanielCraig,BenAffleck,BenAffleck,MattDamon,BenStiller,HughJackman,,,,,4,1.267941599999176,
XABE0501,_,posfs_JustinTimberlake_im4.bmp,JustinTimberlake,BenStiller,BenStiller,RobertDowneyJr,OrlandoBloom,PatrickDempsey,,,,,4,2.598738800003048,
XABE0501,_,posfs_HughJackman_im20.bmp,HughJackman,JustinTimberlake,JustinTimberlake,RyanReynolds,DanielCraig,OrlandoBloom,,,,,4,2.3481824999980745,
XABE0501,_,posfs_HughJackman_im13.bmp,HughJackman,BradPitt,BradPitt,PatrickDempsey,MattDamon,RobertPattinson,,,,,4,2.25954549999733,
XABE0501,_,posfs_KeanuReeves_im2.bmp,KeanuReeves,HughJackman,HughJackman,GeorgeClooney,RobertPattinson,BenStiller,,,,,4,2.238955699998769,
XABE0501,_,posfs_RyanGosling_im25.bmp,RyanGosling,DanielCraig,DanielCraig,KeanuReeves,BradPitt,MattDamon,,,,,4,1.906827800001338,
XABE0501,_,posfs_MattDamon_im18.bmp,MattDamon,DanielCraig,DanielCraig,PatrickDempsey,DanielRadcliffe,ElijahWood,,,,,4,3.980210399997304,
XABE0501,_,posfs_BenStiller_im2.bmp,BenStiller,RobertDowneyJr,RobertDowneyJr,GeorgeClooney,DanielCraig,RyanReynolds,,,,,4,1.6829174999984389,
XABE0501,_,posfs_BenAffleck_im4.bmp,BenAffleck,BenStiller,BenStiller,KeanuReeves,ElijahWood,PatrickDempsey,,,,,4,2.0938853999978164,
XABE0501,_,posfs_GeorgeClooney_im23.bmp,GeorgeClooney,BenAffleck,BenAffleck,MattDamon,OrlandoBloom,KeanuReeves,,,,,posfs_GeorgeClooney_im23.bmp,1.4253820999983873,
XABE0501,_,posfs_LeonardoDiCaprio_im24.bmp,LeonardoDiCaprio,DanielCraig,DanielCraig,BradPitt,PatrickDempsey,RyanGosling,,,,,posfs_LeonardoDiCaprio_im24.bmp,1.3181569000007585,
XABE0501,_,posfs_RobertPattinson_im8.bmp,RobertPattinson,DanielRadcliffe,DanielRadcliffe,OrlandoBloom,MattDamon,RyanGosling,,,,,4,2.390714000001026,
XABE0501,_,posfs_HughJackman_im21.bmp,HughJackman,OrlandoBloom,OrlandoBloom,GeorgeClooney,RyanGosling,BradPitt,,,,,4,3.30710850000105,
XABE0501,_,posfs_PatrickDempsey_im8.bmp,PatrickDempsey,BenStiller,BenStiller,MattDamon,BradPitt,RyanGosling,,,,,4,2.6857644000010623,
XABE0501,_,posfs_RyanReynolds_im17.bmp,RyanReynolds,PatrickDempsey,PatrickDempsey,ElijahWood,BenStiller,BradPitt,,,,,4,2.1503292999987025,
XABE0501,_,posfs_LeonardoDiCaprio_im29.bmp,LeonardoDiCaprio,RobertDowneyJr,RobertDowneyJr,PatrickDempsey,OrlandoBloom,DanielCraig,,,,,posfs_LeonardoDiCaprio_im29.bmp,1.7758500999989337,
XABE0501,_,posfs_OrlandoBloom_im2.bmp,OrlandoBloom,BenAffleck,BenAffleck,RyanGosling,MattDamon,RobertDowneyJr,,,,,4,2.398916400001326,
XABE0501,_,posfs_DanielRadcliffe_im8.bmp,DanielRadcliffe,MattDamon,MattDamon,PatrickDempsey,RyanReynolds,RobertDowneyJr,,,,,posfs_DanielRadcliffe_im8.bmp,2.213184400003229,
XABE0501,_,posfs_RyanGosling_im12.bmp,RyanGosling,PatrickDempsey,PatrickDempsey,RyanReynolds,BradPitt,DanielCraig,,,,,4,2.8994853000003786,
XABE0501,_,posfs_MattDamon_im16.bmp,MattDamon,LeonardoDiCaprio,LeonardoDiCaprio,RyanGosling,KeanuReeves,BenStiller,,,,,4,1.4743716000011773,
XABE0501,_,posfs_ElijahWood_im18.bmp,ElijahWood,PatrickDempsey,PatrickDempsey,JustinTimberlake,RobertPattinson,RobertDowneyJr,,,,,4,2.1015197000015178,
XABE0501,_,posfs_BenStiller_im7.bmp,BenStiller,LeonardoDiCaprio,LeonardoDiCaprio,RyanGosling,DanielCraig,PatrickDempsey,,,,,4,2.080483699999604,
XABE0501,_,posfs_DanielRadcliffe_im20.bmp,DanielRadcliffe,GeorgeClooney,GeorgeClooney,ElijahWood,RobertPattinson,KeanuReeves,,,,,4,1.818041300000914,
XABE0501,_,posfs_JustinTimberlake_im18.bmp,JustinTimberlake,ElijahWood,ElijahWood,RyanGosling,DanielRadcliffe,LeonardoDiCaprio,,,,,4,1.623061999998754,
XABE0501,_,posfs_OrlandoBloom_im19.bmp,OrlandoBloom,ElijahWood,ElijahWood,DanielCraig,PatrickDempsey,LeonardoDiCaprio,,,,,4,1.1329359999981534,
XABE0501,_,posfs_RyanReynolds_im16.bmp,RyanReynolds,OrlandoBloom,OrlandoBloom,RobertPattinson,RyanGosling,LeonardoDiCaprio,,,,,4,1.8710419999988517,
XABE0501,train,pos,fs,posfs_id5_im20.bmp_posfs_id5_im10.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],same,1,1.7336258000032103,1,0,
XABE0501,train,pos,fs,posfs_id20_im3.bmp_posfs_id20_im30.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,0,0.9915039999978035,1,0,
XABE0501,train,pos,fs,posfs_id20_im3.bmp_posfs_id10_im17.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,0.87512119999883,2,0,
XABE0501,train,pos,fs,posfs_id20_im3.bmp_posfs_id20_im12.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],same,1,0.7916355000015756,3,0,
XABE0501,train,pos,fs,posfs_id7_im26.bmp_posfs_id20_im30.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,0.7249288999992132,4,0,
XABE0501,train,pos,fs,posfs_id20_im12.bmp_posfs_id10_im1.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,0.8500759000016842,5,0,
XABE0501,train,pos,fs,posfs_id7_im14.bmp_posfs_id7_im26.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],same,1,0.5916964000025473,6,0,
XABE0501,train,pos,fs,posfs_id17_im8.bmp_posfs_id17_im9.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],same,1,0.9166528999994625,7,0,
XABE0501,train,pos,fs,posfs_id4_im20.bmp_posfs_id4_im15.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],same,1,0.6832567999990715,8,0,
XABE0501,train,pos,fs,posfs_id17_im14.bmp_posfs_id13_im15.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,0.6919491000007838,9,0,
XABE0501,train,pos,fs,posfs_id13_im10.bmp_posfs_id13_im29.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],same,1,0.8585173999999824,10,0,
XABE0501,train,pos,fs,posfs_id5_im20.bmp_posfs_id14_im16.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,0.7499094000013429,11,0,
XABE0501,train,pos,fs,posfs_id18_im19.bmp_posfs_id13_im10.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,0.6917916999991576,12,0,
XABE0501,train,pos,fs,posfs_id14_im16.bmp_posfs_id19_im27.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],same,0,1.5083234999983688,12,0,
XABE0501,train,pos,fs,posfs_id14_im24.bmp_posfs_id14_im18.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,0,2.1749651999998605,12,0,
XABE0501,train,pos,fs,posfs_id13_im10.bmp_posfs_id13_im15.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],same,1,0.6003343999982462,13,0,
XABE0501,train,pos,fs,posfs_id19_im8.bmp_posfs_id19_im4.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,0,0.816397099999449,13,0,
XABE0501,train,pos,fs,posfs_id20_im3.bmp_posfs_id17_im9.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,1.4416091999992204,14,0,
XABE0501,train,pos,fs,posfs_id7_im15.bmp_posfs_id19_im27.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,0.8501170999988972,15,0,
XABE0501,train,pos,fs,posfs_id13_im15.bmp_posfs_id18_im11.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,0.8002058999991277,16,0,
XABE0501,train,pos,fs,posfs_id19_im8.bmp_posfs_id10_im18.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,1.4749645999982022,1,80.0,
XABE0501,train,pos,fs,posfs_id4_im7.bmp_posfs_id17_im9.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,0.9336531000008108,2,80.0,
XABE0501,train,pos,fs,posfs_id20_im30.bmp_posfs_id17_im14.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,0.8751124999980675,3,80.0,
XABE0501,train,pos,fs,posfs_id20_im12.bmp_posfs_id20_im30.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],same,1,0.6168982999988657,4,80.0,
XABE0501,train,pos,fs,posfs_id14_im18.bmp_posfs_id14_im16.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],same,1,0.8168865999978152,5,80.0,
XABE0501,train,pos,fs,posfs_id19_im27.bmp_posfs_id19_im4.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],same,1,0.8165759000003163,6,80.0,
XABE0501,train,pos,fs,posfs_id4_im15.bmp_posfs_id4_im7.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],same,1,0.7582504000019981,7,80.0,
XABE0501,train,pos,fs,posfs_id10_im1.bmp_posfs_id5_im1.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,0.8250045999993745,8,80.0,
XABE0501,train,pos,fs,posfs_id17_im14.bmp_posfs_id17_im9.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],same,1,0.8416036999988137,9,80.0,
XABE0501,train,pos,fs,posfs_id7_im15.bmp_posfs_id18_im18.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,0.601265000001149,10,80.0,
XABE0501,train,pos,fs,posfs_id14_im18.bmp_posfs_id13_im10.bmp,['Im_RobertDowneyJr.png', 'Im_RobertPattinson.png', 'Im_GeorgeClooney.png', 'Im_MattDamon.png', 'Im_PatrickDempsey.png', 'Im_LeonardoDiCaprio.png', 'Im_JustinTimberlake.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png', 'Im_DanielRadcliffe.png'],diff,1,0.7084555000001274,11,80.0,
