Sujet,Trial,Condition,Filter,Imname,Actor0,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6,Actor7,Actor8,Actor9,Answer,Accu,RT,Score,Scoreperc
ALRE2209,train,inv,150,pos150_id7_im14.bmp_pos150_id4_im20.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,166.57215189999988,8,0
ALRE2209,train,inv,0,pos0_id13_im29.bmp_pos0_id13_im15.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,0,172.4804452999997,8,0
ALRE2209,train,pos,0,pos0_id17_im8.bmp_pos0_id11_im10.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,0,176.56367500000124,8,0
ALRE2209,train,pos,90,pos90_id5_im20.bmp_pos90_id5_im10.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,180.61352249999982,9,0
ALRE2209,train,pos,fs,posfs_id19_im4.bmp_posfs_id19_im8.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,188.78833440000017,10,0
ALRE2209,train,pos,60,pos60_id4_im20.bmp_pos60_id20_im30.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,193.65521349999835,11,0
ALRE2209,train,pos,30,pos30_id11_im2.bmp_pos30_id13_im29.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,197.40520630000174,12,0
ALRE2209,train,pos,90,pos90_id17_im14.bmp_pos90_id13_im15.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,201.83823009999833,13,0
ALRE2209,train,pos,30,pos30_id16_im3.bmp_pos30_id16_im2.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,206.33848760000183,14,0
ALRE2209,train,pos,fs,posfs_id2_im16.bmp_posfs_id13_im29.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,210.3967999000015,15,0
ALRE2209,train,pos,150,pos150_id16_im3.bmp_pos150_id16_im19.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,214.57150909999837,16,0
ALRE2209,train,pos,60,pos60_id7_im15.bmp_pos60_id7_im26.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,218.20488710000063,17,0
ALRE2209,train,pos,0,pos0_id19_im27.bmp_pos0_id19_im4.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,221.93016989999887,18,0
ALRE2209,train,pos,150,pos150_id19_im8.bmp_pos150_id19_im4.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,226.72994860000108,19,0
ALRE2209,train,pos,120,pos120_id11_im2.bmp_pos120_id13_im29.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,230.47161160000178,20,0
ALRE2209,train,pos,120,pos120_id5_im1.bmp_pos120_id5_im10.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,236.2221243999993,21,0
ALRE2209,train,pos,fs,posfs_id20_im12.bmp_posfs_id16_im19.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,239.85541530000046,22,0
ALRE2209,train,pos,0,pos0_id13_im10.bmp_pos0_id13_im15.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,243.65531610000107,23,0
ALRE2209,train,pos,120,pos120_id13_im15.bmp_pos120_id17_im14.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,247.53023100000064,24,0
ALRE2209,train,pos,0,pos0_id16_im3.bmp_pos0_id16_im19.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,251.29655959999945,25,0
ALRE2209,train,pos,60,pos60_id4_im7.bmp_pos60_id4_im20.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,255.53864650000105,26,0
ALRE2209,train,pos,120,pos120_id5_im20.bmp_pos120_id5_im10.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,260.105288499999,27,0
ALRE2209,train,pos,150,pos150_id7_im26.bmp_pos150_id7_im14.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,264.14664679999987,28,0
ALRE2209,train,pos,60,pos60_id2_im2.bmp_pos60_id11_im10.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,268.18012570000064,29,0
ALRE2209,train,pos,150,pos150_id11_im2.bmp_pos150_id20_im30.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,272.1469509999988,30,0
ALRE2209,train,pos,90,pos90_id17_im8.bmp_pos90_id17_im14.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,0,277.13000699999975,30,0
ALRE2209,train,pos,30,pos30_id16_im19.bmp_pos30_id16_im2.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,280.96348370000123,31,0
ALRE2209,train,pos,90,pos90_id11_im2.bmp_pos90_id11_im1.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,0,284.7799168999991,31,0
ALRE2209,train,pos,30,pos30_id11_im10.bmp_pos30_id11_im1.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,288.7636710000006,32,0
ALRE2209,train,pos,fs,posfs_id13_im10.bmp_posfs_id13_im29.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,292.9719379999988,33,0
ALRE2209,train,neg,0,neg0_id20_im3.bmp_neg0_id20_im30.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,302.2302144999994,1,78.57142857142857
ALRE2209,train,neg,90,neg90_id11_im1.bmp_neg90_id2_im16.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,0,307.5885573000014,1,78.57142857142857
ALRE2209,train,neg,60,neg60_id17_im14.bmp_neg60_id13_im15.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,312.2384404000004,2,78.57142857142857
ALRE2209,train,neg,30,neg30_id20_im30.bmp_neg30_id11_im2.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,0,316.39673680000124,2,78.57142857142857
ALRE2209,train,neg,60,neg60_id5_im1.bmp_neg60_id5_im10.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,319.96327640000163,3,78.57142857142857
ALRE2209,train,neg,120,neg120_id11_im1.bmp_neg120_id5_im1.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,0,323.9716637999991,3,78.57142857142857
ALRE2209,train,neg,120,neg120_id17_im8.bmp_neg120_id4_im7.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,329.73865490000026,4,78.57142857142857
ALRE2209,train,neg,fs,negfs_id5_im1.bmp_negfs_id11_im1.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,333.8053594999983,5,78.57142857142857
ALRE2209,train,neg,90,neg90_id16_im2.bmp_neg90_id16_im3.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,0,338.43051470000137,5,78.57142857142857
ALRE2209,train,neg,fs,negfs_id2_im2.bmp_negfs_id2_im3.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,0,342.58873569999923,5,78.57142857142857
ALRE2209,train,neg,30,neg30_id11_im2.bmp_neg30_id11_im10.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,0,346.85544899999877,5,78.57142857142857
ALRE2209,train,neg,150,neg150_id5_im20.bmp_neg150_id16_im19.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,351.87183780000123,6,78.57142857142857
ALRE2209,train,neg,150,neg150_id19_im8.bmp_neg150_id19_im4.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,355.73865840000144,7,78.57142857142857
ALRE2209,train,neg,0,neg0_id11_im2.bmp_neg0_id11_im1.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,359.8971547000001,8,78.57142857142857
ALRE2209,train,inv,90,pos90_id17_im8.bmp_pos90_id4_im7.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,0,363.7886341000012,8,78.57142857142857
ALRE2209,train,inv,30,pos30_id2_im16.bmp_pos30_id13_im29.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,368.3718179999996,9,78.57142857142857
ALRE2209,train,inv,120,pos120_id19_im8.bmp_pos120_id19_im27.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,372.45514130000083,10,78.57142857142857
ALRE2209,train,inv,fs,posfs_id17_im8.bmp_posfs_id17_im14.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,377.1633796999995,11,78.57142857142857
ALRE2209,train,inv,90,pos90_id5_im10.bmp_pos90_id20_im3.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,1,381.28014130000156,12,78.57142857142857
ALRE2209,train,inv,150,pos150_id19_im4.bmp_pos150_id19_im8.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,1,385.8137788999993,13,78.57142857142857
ALRE2209,train,inv,0,pos0_id7_im26.bmp_pos0_id19_im4.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],same,0,390.1055440000018,13,78.57142857142857
ALRE2209,train,inv,30,pos30_id13_im15.bmp_pos30_id13_im29.bmp,['Im_RobertPattinson.png', 'Im_DanielRadcliffe.png', 'Im_OrlandoBloom.png', 'Im_KeanuReeves.png', 'Im_BenStiller.png', 'Im_PatrickDempsey.png', 'Im_GeorgeClooney.png', 'Im_LeonardoDiCaprio.png', 'Im_DanielCraig.png', 'Im_RyanGosling.png'],diff,0,394.21335629999885,13,78.57142857142857
