Sujet,Trial,Condition,Filter,Imname,Actor0,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6,Actor7,Actor8,Actor9,Answer,Accu,RT,Score,Scoreperc
ALRE2209,_,posfs_RobertDowneyJr_im4.bmp,RobertDowneyJr,RyanGosling,RyanGosling,BradPitt,HughJackman,ElijahWood,,,,,4,139.17701269999998,,,,,
ALRE2209,_,posfs_MattDamon_im9.bmp,MattDamon,BradPitt,BradPitt,HughJackman,DanielCraig,LeonardoDiCaprio,,,,,posfs_MattDamon_im9.bmp,145.24113849999958,,,,,
ALRE2209,_,posfs_JustinTimberlake_im18.bmp,JustinTimberlake,ElijahWood,ElijahWood,RyanGosling,DanielRadcliffe,LeonardoDiCaprio,,,,,4,153.11287579999998,,,,,
ALRE2209,_,posfs_DanielCraig_im7.bmp,DanielCraig,BenAffleck,BenAffleck,KeanuReeves,PatrickDempsey,DanielRadcliffe,,,,,posfs_DanielCraig_im7.bmp,157.57644549999986,,,,,
ALRE2209,_,posfs_LeonardoDiCaprio_im29.bmp,LeonardoDiCaprio,RobertDowneyJr,RobertDowneyJr,PatrickDempsey,OrlandoBloom,DanielCraig,,,,,posfs_LeonardoDiCaprio_im29.bmp,160.65787489999957,,,,,
ALRE2209,_,posfs_HughJackman_im18.bmp,HughJackman,LeonardoDiCaprio,LeonardoDiCaprio,BradPitt,RyanGosling,DanielRadcliffe,,,,,4,165.20712419999973,,,,,
ALRE2209,_,posfs_DanielRadcliffe_im20.bmp,DanielRadcliffe,GeorgeClooney,GeorgeClooney,ElijahWood,RobertPattinson,KeanuReeves,,,,,posfs_DanielRadcliffe_im20.bmp,168.34504819999984,,,,,
ALRE2209,_,posfs_OrlandoBloom_im19.bmp,OrlandoBloom,ElijahWood,ElijahWood,DanielCraig,PatrickDempsey,LeonardoDiCaprio,,,,,posfs_OrlandoBloom_im19.bmp,170.79342289999977,,,,,
ALRE2209,_,posfs_RobertPattinson_im27.bmp,RobertPattinson,RyanReynolds,RyanReynolds,OrlandoBloom,MattDamon,KeanuReeves,,,,,posfs_RobertPattinson_im27.bmp,173.08934490000001,,,,,
ALRE2209,_,posfs_RobertPattinson_im30.bmp,RobertPattinson,DanielRadcliffe,DanielRadcliffe,DanielCraig,BenAffleck,JustinTimberlake,,,,,posfs_RobertPattinson_im30.bmp,175.88882019999983,,,,,
ALRE2209,_,posfs_BradPitt_im8.bmp,BradPitt,BenStiller,BenStiller,BenAffleck,OrlandoBloom,RobertPattinson,,,,,posfs_BradPitt_im8.bmp,178.28976349999994,,,,,
ALRE2209,_,posfs_MattDamon_im18.bmp,MattDamon,DanielCraig,DanielCraig,PatrickDempsey,DanielRadcliffe,ElijahWood,,,,,4,182.3052118999999,,,,,
ALRE2209,_,posfs_OrlandoBloom_im3.bmp,OrlandoBloom,RobertPattinson,RobertPattinson,RyanReynolds,RyanGosling,RobertDowneyJr,,,,,posfs_OrlandoBloom_im3.bmp,184.68885329999966,,,,,
ALRE2209,_,posfs_KeanuReeves_im8.bmp,KeanuReeves,BenAffleck,BenAffleck,LeonardoDiCaprio,RyanGosling,GeorgeClooney,,,,,posfs_KeanuReeves_im8.bmp,187.12112249999973,,,,,
ALRE2209,_,posfs_BradPitt_im17.bmp,BradPitt,PatrickDempsey,PatrickDempsey,LeonardoDiCaprio,JustinTimberlake,HughJackman,,,,,4,191.34527069999967,,,,,
ALRE2209,_,posfs_GeorgeClooney_im23.bmp,GeorgeClooney,BenAffleck,BenAffleck,MattDamon,OrlandoBloom,KeanuReeves,,,,,posfs_GeorgeClooney_im23.bmp,193.56101679999983,,,,,
ALRE2209,_,posfs_RyanGosling_im3.bmp,RyanGosling,RobertPattinson,RobertPattinson,PatrickDempsey,DanielCraig,JustinTimberlake,,,,,posfs_RyanGosling_im3.bmp,196.7609834,,,,,
ALRE2209,_,posfs_LeonardoDiCaprio_im24.bmp,LeonardoDiCaprio,DanielCraig,DanielCraig,BradPitt,PatrickDempsey,RyanGosling,,,,,posfs_LeonardoDiCaprio_im24.bmp,198.80130559999998,,,,,
ALRE2209,_,posfs_JustinTimberlake_im17.bmp,JustinTimberlake,MattDamon,MattDamon,LeonardoDiCaprio,ElijahWood,GeorgeClooney,,,,,posfs_JustinTimberlake_im17.bmp,202.68157139999994,,,,,
ALRE2209,_,posfs_ElijahWood_im18.bmp,ElijahWood,PatrickDempsey,PatrickDempsey,JustinTimberlake,RobertPattinson,RobertDowneyJr,,,,,4,206.9133139999999,,,,,
ALRE2209,_,posfs_RobertPattinson_im8.bmp,RobertPattinson,DanielRadcliffe,DanielRadcliffe,OrlandoBloom,MattDamon,RyanGosling,,,,,posfs_RobertPattinson_im8.bmp,209.98492529999976,,,,,
ALRE2209,_,posfs_RyanReynolds_im22.bmp,RyanReynolds,JustinTimberlake,JustinTimberlake,BradPitt,KeanuReeves,LeonardoDiCaprio,,,,,2,212.9852474999998,,,,,
ALRE2209,_,posfs_LeonardoDiCaprio_im10.bmp,LeonardoDiCaprio,BenStiller,BenStiller,RyanGosling,PatrickDempsey,RobertPattinson,,,,,posfs_LeonardoDiCaprio_im10.bmp,215.32127039999978,,,,,
ALRE2209,_,posfs_PatrickDempsey_im9.bmp,PatrickDempsey,HughJackman,HughJackman,RobertDowneyJr,KeanuReeves,BenAffleck,,,,,posfs_PatrickDempsey_im9.bmp,217.43360829999983,,,,,
ALRE2209,_,posfs_DanielRadcliffe_im8.bmp,DanielRadcliffe,MattDamon,MattDamon,PatrickDempsey,RyanReynolds,RobertDowneyJr,,,,,posfs_DanielRadcliffe_im8.bmp,221.36902429999964,,,,,
ALRE2209,_,posfs_BradPitt_im6.bmp,BradPitt,RyanGosling,RyanGosling,RobertDowneyJr,OrlandoBloom,HughJackman,,,,,posfs_BradPitt_im6.bmp,225.12984049999977,,,,,
ALRE2209,_,posfs_DanielCraig_im8.bmp,DanielCraig,RobertPattinson,RobertPattinson,BenAffleck,BenStiller,LeonardoDiCaprio,,,,,posfs_DanielCraig_im8.bmp,227.8410514999996,,,,,
ALRE2209,_,posfs_DanielCraig_im15.bmp,DanielCraig,BenAffleck,BenAffleck,MattDamon,BenStiller,HughJackman,,,,,posfs_DanielCraig_im15.bmp,231.3290619999998,,,,,
ALRE2209,_,posfs_MattDamon_im16.bmp,MattDamon,LeonardoDiCaprio,LeonardoDiCaprio,RyanGosling,KeanuReeves,BenStiller,,,,,4,236.37725269999964,,,,,
ALRE2209,_,posfs_RyanReynolds_im17.bmp,RyanReynolds,PatrickDempsey,PatrickDempsey,ElijahWood,BenStiller,BradPitt,,,,,posfs_RyanReynolds_im17.bmp,243.92891499999996,,,,,
ALRE2209,_,posfs_RobertDowneyJr_im19.bmp,RobertDowneyJr,DanielRadcliffe,DanielRadcliffe,DanielCraig,PatrickDempsey,BenStiller,,,,,4,251.17713669999966,,,,,
ALRE2209,_,posfs_PatrickDempsey_im8.bmp,PatrickDempsey,BenStiller,BenStiller,MattDamon,BradPitt,RyanGosling,,,,,posfs_PatrickDempsey_im8.bmp,254.3050988,,,,,
ALRE2209,_,posfs_DanielRadcliffe_im10.bmp,DanielRadcliffe,LeonardoDiCaprio,LeonardoDiCaprio,KeanuReeves,ElijahWood,MattDamon,,,,,posfs_DanielRadcliffe_im10.bmp,256.96962959999973,,,,,
ALRE2209,_,posfs_OrlandoBloom_im30.bmp,OrlandoBloom,JustinTimberlake,JustinTimberlake,BradPitt,KeanuReeves,RyanGosling,,,,,posfs_OrlandoBloom_im30.bmp,259.7372428999997,,,,,
ALRE2209,_,posfs_BenStiller_im3.bmp,BenStiller,ElijahWood,ElijahWood,JustinTimberlake,BradPitt,RobertDowneyJr,,,,,posfs_BenStiller_im3.bmp,262.39369169999964,,,,,
ALRE2209,_,posfs_BenAffleck_im8.bmp,BenAffleck,OrlandoBloom,OrlandoBloom,RobertPattinson,RyanReynolds,MattDamon,,,,,2,270.10588929999994,,,,,
ALRE2209,_,posfs_RobertDowneyJr_im18.bmp,RobertDowneyJr,MattDamon,MattDamon,BradPitt,GeorgeClooney,JustinTimberlake,,,,,posfs_RobertDowneyJr_im18.bmp,272.4490987999998,,,,,
ALRE2209,_,posfs_OrlandoBloom_im2.bmp,OrlandoBloom,BenAffleck,BenAffleck,RyanGosling,MattDamon,RobertDowneyJr,,,,,posfs_OrlandoBloom_im2.bmp,275.7289068,,,,,
ALRE2209,_,posfs_KeanuReeves_im1.bmp,KeanuReeves,LeonardoDiCaprio,LeonardoDiCaprio,BradPitt,JustinTimberlake,RobertPattinson,,,,,posfs_KeanuReeves_im1.bmp,279.5132964999998,,,,,
ALRE2209,_,posfs_BenAffleck_im24.bmp,BenAffleck,OrlandoBloom,OrlandoBloom,DanielRadcliffe,MattDamon,GeorgeClooney,,,,,posfs_BenAffleck_im24.bmp,287.9131491999997,,,,,
ALRE2209,_,posfs_DanielRadcliffe_im1.bmp,DanielRadcliffe,BradPitt,BradPitt,LeonardoDiCaprio,BenStiller,RobertPattinson,,,,,posfs_DanielRadcliffe_im1.bmp,290.2652367999999,,,,,
ALRE2209,_,posfs_RyanGosling_im12.bmp,RyanGosling,PatrickDempsey,PatrickDempsey,RyanReynolds,BradPitt,DanielCraig,,,,,posfs_RyanGosling_im12.bmp,293.2252218999997,,,,,
