Sujet,Trial,Condition,Filter,Imname,Actor0,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6,Actor7,Actor8,Actor9,Answer,Accu,RT,Score,Scoreperc, 
STCH0106,_,posfs_PatrickDempsey_im8.bmp,PatrickDempsey,BenStiller,BenStiller,MattDamon,BradPitt,RyanGosling,,,,,posfs_PatrickDempsey_im8.bmp,3.837036200000057,
STCH0106,_,posfs_RyanGosling_im25.bmp,RyanGosling,DanielCraig,DanielCraig,KeanuReeves,BradPitt,MattDamon,,,,,posfs_RyanGosling_im25.bmp,2.722074899999825,
STCH0106,_,posfs_JustinTimberlake_im17.bmp,JustinTimberlake,MattDamon,MattDamon,LeonardoDiCaprio,ElijahWood,GeorgeClooney,,,,,2,10.826451899999938,
STCH0106,_,posfs_RyanGosling_im30.bmp,RyanGosling,RyanReynolds,RyanReynolds,DanielCraig,PatrickDempsey,RobertPattinson,,,,,posfs_RyanGosling_im30.bmp,6.310104900000169,
STCH0106,_,posfs_MattDamon_im24.bmp,MattDamon,RobertDowneyJr,RobertDowneyJr,BradPitt,HughJackman,RobertPattinson,,,,,4,10.072889399999895,
STCH0106,_,posfs_PatrickDempsey_im9.bmp,PatrickDempsey,HughJackman,HughJackman,RobertDowneyJr,KeanuReeves,BenAffleck,,,,,posfs_PatrickDempsey_im9.bmp,2.3626403999999184,
STCH0106,_,posfs_PatrickDempsey_im14.bmp,PatrickDempsey,KeanuReeves,KeanuReeves,RobertDowneyJr,HughJackman,RyanReynolds,,,,,posfs_PatrickDempsey_im14.bmp,9.531193799999983,
STCH0106,_,posfs_ElijahWood_im18.bmp,ElijahWood,PatrickDempsey,PatrickDempsey,JustinTimberlake,RobertPattinson,RobertDowneyJr,,,,,3,23.955729799999972,
STCH0106,_,posfs_JustinTimberlake_im18.bmp,JustinTimberlake,ElijahWood,ElijahWood,RyanGosling,DanielRadcliffe,LeonardoDiCaprio,,,,,0,6.747311200000013,
STCH0106,_,posfs_ElijahWood_im19.bmp,ElijahWood,PatrickDempsey,PatrickDempsey,RyanReynolds,BenAffleck,OrlandoBloom,,,,,4,4.612063199999966,
STCH0106,_,posfs_DanielRadcliffe_im1.bmp,DanielRadcliffe,BradPitt,BradPitt,LeonardoDiCaprio,BenStiller,RobertPattinson,,,,,posfs_DanielRadcliffe_im1.bmp,2.664884400000119,
STCH0106,_,posfs_BenAffleck_im4.bmp,BenAffleck,BenStiller,BenStiller,KeanuReeves,ElijahWood,PatrickDempsey,,,,,4,4.596102599999995,
STCH0106,_,posfs_BenStiller_im16.bmp,BenStiller,KeanuReeves,KeanuReeves,MattDamon,JustinTimberlake,BenAffleck,,,,,4,23.673627399999987,
STCH0106,_,posfs_LeonardoDiCaprio_im10.bmp,LeonardoDiCaprio,BenStiller,BenStiller,RyanGosling,PatrickDempsey,RobertPattinson,,,,,posfs_LeonardoDiCaprio_im10.bmp,1.2591539999998531,
STCH0106,_,posfs_RyanGosling_im12.bmp,RyanGosling,PatrickDempsey,PatrickDempsey,RyanReynolds,BradPitt,DanielCraig,,,,,3,10.918845000000147,
STCH0106,_,posfs_RyanReynolds_im22.bmp,RyanReynolds,JustinTimberlake,JustinTimberlake,BradPitt,KeanuReeves,LeonardoDiCaprio,,,,,2,12.599246199999925,
STCH0106,_,posfs_JustinTimberlake_im1.bmp,JustinTimberlake,BenAffleck,BenAffleck,ElijahWood,PatrickDempsey,HughJackman,,,,,4,13.860560600000099,
STCH0106,_,posfs_OrlandoBloom_im3.bmp,OrlandoBloom,RobertPattinson,RobertPattinson,RyanReynolds,RyanGosling,RobertDowneyJr,,,,,4,13.07216870000002,
STCH0106,_,posfs_DanielRadcliffe_im8.bmp,DanielRadcliffe,MattDamon,MattDamon,PatrickDempsey,RyanReynolds,RobertDowneyJr,,,,,posfs_DanielRadcliffe_im8.bmp,1.0191247000000203,
STCH0106,_,posfs_HughJackman_im21.bmp,HughJackman,OrlandoBloom,OrlandoBloom,GeorgeClooney,RyanGosling,BradPitt,,,,,4,12.975846300000057,
STCH0106,_,posfs_DanielCraig_im20.bmp,DanielCraig,BenStiller,BenStiller,BradPitt,LeonardoDiCaprio,OrlandoBloom,,,,,posfs_DanielCraig_im20.bmp,30.047559500000034,
STCH0106,_,posfs_LeonardoDiCaprio_im24.bmp,LeonardoDiCaprio,DanielCraig,DanielCraig,BradPitt,PatrickDempsey,RyanGosling,,,,,posfs_LeonardoDiCaprio_im24.bmp,1.482570800000076,
STCH0106,_,posfs_OrlandoBloom_im30.bmp,OrlandoBloom,JustinTimberlake,JustinTimberlake,BradPitt,KeanuReeves,RyanGosling,,,,,4,15.364143000000013,
STCH0106,_,posfs_ElijahWood_im12.bmp,ElijahWood,DanielRadcliffe,DanielRadcliffe,RobertDowneyJr,GeorgeClooney,BenStiller,,,,,4,0.5947962000000189,
STCH0106,_,posfs_JustinTimberlake_im4.bmp,JustinTimberlake,BenStiller,BenStiller,RobertDowneyJr,OrlandoBloom,PatrickDempsey,,,,,0,11.936809699999912,
